threshold_top1,threshold_gap,mean_f1,exact_match,f1_gt_0_5,mm_t_f1,mm_f_f1,latency_mean,latency_p50,latency_p95,skip_rate,number_skipped,number_reranked,quality_delta_vs_best,latency_delta_vs_best,quality_delta_vs_no_reranker,latency_delta_vs_no_reranker,quality_delta_vs_fast_fusion,latency_delta_vs_fast_fusion,notes
0.7,0.05,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,9.108888832728068,9.159960746765137,10.839670157432556,0.0,0,30,0.062417386672215636,-4.535211167271932,0.08631738667221567,5.682588832728069,0.1072173866722157,6.600888832728068,exploratory_threshold_grid; overfitting_risk_308_questions
0.7,0.1,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,7.877387777964274,7.9723769426345825,8.35583357810974,0.0,0,30,0.062417386672215636,-5.766712222035726,0.08631738667221567,4.451087777964274,0.1072173866722157,5.369387777964274,exploratory_threshold_grid; overfitting_risk_308_questions
0.75,0.1,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,7.896814433733622,7.94916558265686,8.5085981965065,0.0,0,30,0.062417386672215636,-5.7472855662663775,0.08631738667221567,4.470514433733623,0.1072173866722157,5.388814433733622,exploratory_threshold_grid; overfitting_risk_308_questions
0.75,0.15,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,7.915809583663941,8.014130592346191,8.290233278274536,0.0,0,30,0.062417386672215636,-5.728290416336059,0.08631738667221567,4.48950958366394,0.1072173866722157,5.407809583663941,exploratory_threshold_grid; overfitting_risk_308_questions
0.8,0.1,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,7.840915830930074,7.955887794494629,8.311328029632568,0.0,0,30,0.062417386672215636,-5.803184169069926,0.08631738667221567,4.4146158309300745,0.1072173866722157,5.332915830930074,exploratory_threshold_grid; overfitting_risk_308_questions
0.8,0.15,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,7.935219256083171,8.037857174873352,8.478916501998901,0.0,0,30,0.062417386672215636,-5.708880743916829,0.08631738667221567,4.508919256083171,0.1072173866722157,5.427219256083171,exploratory_threshold_grid; overfitting_risk_308_questions
0.85,0.1,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,7.967560688654582,8.02208137512207,8.389650011062622,0.0,0,30,0.062417386672215636,-5.676539311345418,0.08631738667221567,4.541260688654582,0.1072173866722157,5.459560688654582,exploratory_threshold_grid; overfitting_risk_308_questions
0.85,0.2,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,7.819153531392415,7.8620381355285645,8.139056515693664,0.0,0,30,0.062417386672215636,-5.8249464686075845,0.08631738667221567,4.392853531392415,0.1072173866722157,5.311153531392415,exploratory_threshold_grid; overfitting_risk_308_questions
0.9,0.25,0.7647173866722157,0.16666666666666666,0.8333333333333334,0.7666765590463069,0.7601459844660026,7.91715604464213,7.991657853126526,8.388925266265868,0.0,0,30,0.062417386672215636,-5.72694395535787,0.08631738667221567,4.490856044642131,0.1072173866722157,5.40915604464213,exploratory_threshold_grid; overfitting_risk_308_questions
